RainTomorrow,Year,Month,Day,DayOfYear,hum_now,temp_now
0,2013,11,25,329,43.0,21.7
0,2013,11,26,330,21.0,27.4
0,2013,11,27,331,17.0,32.1
1,2013,11,28,332,79.0,17.6
0,2013,11,29,333,42.0,19.1
0,2013,11,30,334,47.0,18.0
0,2013,12,1,335,23.0,29.7
0,2013,12,2,336,16.0,34.2
1,2013,12,3,337,63.0,21.5
1,2013,12,4,338,82.0,15.6
0,2013,12,5,339,65.0,14.4
0,2013,12,6,340,44.0,17.7
0,2013,12,7,341,30.0,24.0
1,2013,12,8,342,31.0,26.2
0,2013,12,9,343,91.0,15.6
1,2013,12,10,344,35.0,19.4
1,2013,12,11,345,51.0,20.2
0,2013,12,12,346,35.0,22.1
0,2013,12,13,347,54.0,21.6
0,2013,12,14,348,46.0,19.6
0,2013,12,15,349,54.0,19.7
0,2013,12,16,350,59.0,20.0
0,2013,12,17,351,57.0,20.5
0,2013,12,18,352,55.0,25.0
0,2013,12,19,353,11.0,39.0
0,2013,12,20,354,68.0,21.5
0,2013,12,21,355,61.0,20.9
1,2013,12,22,356,57.0,26.0
1,2013,12,23,357,73.0,16.0
0,2013,12,24,358,41.0,21.4
0,2013,12,25,359,20.0,29.2
0,2013,12,26,360,30.0,27.4
0,2013,12,27,361,50.0,21.5
0,2013,12,28,362,12.0,34.1
0,2013,12,29,363,43.0,19.4
0,2013,12,30,364,29.0,21.9
0,2013,12,31,365,33.0,23.4
1,2014,1,1,1,52.0,21.1
0,2014,1,2,2,43.0,22.6
0,2014,1,3,3,54.0,20.3
0,2014,1,4,4,51.0,19.1
1,2014,1,5,5,23.0,25.4
0,2014,1,6,6,49.0,18.2
0,2014,1,7,7,42.0,19.6
0,2014,1,8,8,36.0,24.4
0,2014,1,9,9,28.0,30.8
0,2014,1,10,10,25.0,33.2
0,2014,1,11,11,54.0,21.7
0,2014,1,12,12,51.0,22.5
0,2014,1,13,13,50.0,27.5
0,2014,1,14,14,15.0,41.1
0,2014,1,15,15,21.0,37.8
1,2014,1,16,16,16.0,43.2
0,2014,1,17,17,11.0,42.3
0,2014,1,18,18,64.0,21.6
0,2014,1,19,19,55.0,21.7
0,2014,1,20,20,59.0,24.0
0,2014,1,21,21,43.0,22.2
0,2014,1,22,22,37.0,23.3
1,2014,1,23,23,47.0,25.3
0,2014,1,24,24,64.0,21.6
0,2014,1,25,25,42.0,19.4
0,2014,1,26,26,40.0,24.9
0,2014,1,27,27,20.0,33.5
1,2014,1,28,28,15.0,38.8
0,2014,1,29,29,45.0,23.7
0,2014,1,30,30,49.0,26.5
0,2014,1,31,31,55.0,26.8
0,2014,2,1,32,52.0,28.3
0,2014,2,2,33,36.0,34.5
0,2014,2,3,34,68.0,23.2
0,2014,2,4,35,32.0,24.8
0,2014,2,5,36,33.0,28.2
0,2014,2,6,37,21.0,33.4
0,2014,2,7,38,51.0,27.6
0,2014,2,8,39,30.0,36.1
0,2014,2,9,40,43.0,26.8
0,2014,2,10,41,43.0,24.7
0,2014,2,11,42,43.0,26.2
0,2014,2,12,43,60.0,25.2
0,2014,2,13,44,57.0,26.3
0,2014,2,14,45,56.0,25.7
0,2014,2,15,46,53.0,28.0
1,2014,2,16,47,51.0,22.3
0,2014,2,17,48,44.0,23.4
0,2014,2,18,49,42.0,27.7
1,2014,2,19,50,42.0,23.7
0,2014,2,20,51,38.0,20.3
0,2014,2,21,52,48.0,19.7
0,2014,2,22,53,56.0,19.6
0,2014,2,23,54,49.0,22.8
0,2014,2,24,55,50.0,24.2
0,2014,2,25,56,28.0,30.9
0,2014,2,26,57,42.0,21.0
0,2014,2,27,58,40.0,21.2
0,2014,2,28,59,46.0,22.3
0,2014,3,1,60,62.0,22.5
0,2014,3,2,61,53.0,22.3
0,2014,3,3,62,55.0,23.0
0,2014,3,4,63,28.0,31.7
0,2014,3,5,64,69.0,19.3
0,2014,3,6,65,47.0,19.4
0,2014,3,7,66,64.0,21.4
0,2014,3,8,67,56.0,26.7
0,2014,3,9,68,22.0,31.0
0,2014,3,10,69,32.0,29.4
1,2014,3,11,70,35.0,29.3
0,2014,3,12,71,43.0,21.1
0,2014,3,13,72,48.0,21.7
0,2014,3,14,73,49.0,25.9
0,2014,3,15,74,20.0,29.1
1,2014,3,16,75,34.0,19.8
0,2014,3,17,76,43.0,23.4
0,2014,3,18,77,41.0,23.8
0,2014,3,19,78,52.0,20.8
0,2014,3,20,79,18.0,29.3
0,2014,3,21,80,65.0,21.4
0,2014,3,22,81,55.0,18.1
1,2014,3,23,82,49.0,18.7
0,2014,3,24,83,64.0,18.4
0,2014,3,25,84,46.0,24.4
1,2014,3,26,85,50.0,26.3
1,2014,3,27,86,54.0,25.3
0,2014,3,28,87,62.0,21.5
0,2014,3,29,88,56.0,23.6
0,2014,3,30,89,58.0,25.1
0,2014,3,31,90,33.0,29.5
0,2014,4,1,91,24.0,32.8
0,2014,4,2,92,88.0,19.2
0,2014,4,3,93,72.0,17.5
0,2014,4,4,94,59.0,19.3
0,2014,4,5,95,49.0,23.1
0,2014,4,6,96,46.0,24.3
0,2014,4,7,97,42.0,24.5
1,2014,4,8,98,86.0,17.6
1,2014,4,9,99,93.0,17.7
1,2014,4,10,100,89.0,18.8
0,2014,4,11,101,85.0,17.6
0,2014,4,12,102,55.0,22.4
0,2014,4,13,103,55.0,20.9
0,2014,4,14,104,41.0,20.2
0,2014,4,15,105,57.0,20.5
0,2014,4,16,106,58.0,21.0
0,2014,4,17,107,36.0,24.1
0,2014,4,18,108,45.0,18.8
0,2014,4,19,109,52.0,16.6
0,2014,4,20,110,39.0,18.0
1,2014,4,21,111,43.0,18.0
1,2014,4,22,112,75.0,16.6
0,2014,4,23,113,54.0,18.2
0,2014,4,24,114,35.0,18.0
0,2014,4,25,115,36.0,20.4
0,2014,4,26,116,53.0,16.5
0,2014,4,27,117,40.0,17.2
0,2014,4,28,118,47.0,20.7
1,2014,4,29,119,86.0,16.8
0,2014,4,30,120,42.0,17.6
0,2014,5,1,121,43.0,15.1
0,2014,5,2,122,64.0,13.8
0,2014,5,3,123,82.0,15.0
1,2014,5,4,124,81.0,12.3
0,2014,5,5,125,79.0,16.3
1,2014,5,6,126,58.0,16.0
0,2014,5,7,127,49.0,15.5
0,2014,5,8,128,35.0,18.2
0,2014,5,9,129,50.0,17.5
0,2014,5,10,130,88.0,15.9
1,2014,5,11,131,63.0,18.8
0,2014,5,12,132,58.0,19.0
0,2014,5,13,133,45.0,20.0
0,2014,5,14,134,49.0,19.5
0,2014,5,15,135,41.0,22.3
0,2014,5,16,136,41.0,21.2
0,2014,5,17,137,51.0,19.8
0,2014,5,18,138,45.0,21.0
0,2014,5,19,139,46.0,22.3
1,2014,5,20,140,86.0,17.2
0,2014,5,21,141,43.0,22.8
1,2014,5,22,142,60.0,19.6
0,2014,5,23,143,71.0,18.1
0,2014,5,24,144,63.0,16.6
0,2014,5,25,145,66.0,19.2
0,2014,5,26,146,61.0,20.3
1,2014,5,27,147,55.0,19.7
0,2014,5,28,148,53.0,18.0
0,2014,5,29,149,61.0,15.5
0,2014,5,30,150,61.0,16.5
0,2014,5,31,151,56.0,18.0
1,2014,6,1,152,93.0,14.9
1,2014,6,2,153,67.0,16.0
1,2014,6,3,154,83.0,16.1
1,2014,6,4,155,60.0,17.6
0,2014,6,5,156,68.0,14.8
0,2014,6,6,157,61.0,15.3
0,2014,6,7,158,87.0,14.9
0,2014,6,8,159,59.0,14.2
0,2014,6,9,160,73.0,14.8
0,2014,6,10,161,51.0,18.3
0,2014,6,11,162,62.0,16.2
1,2014,6,12,163,58.0,16.2
0,2014,6,13,164,65.0,16.5
0,2014,6,14,165,78.0,14.8
1,2014,6,15,166,62.0,14.8
1,2014,6,16,167,78.0,14.3
0,2014,6,17,168,61.0,15.4
0,2014,6,18,169,53.0,14.0
0,2014,6,19,170,70.0,12.2
0,2014,6,20,171,55.0,14.1
0,2014,6,21,172,68.0,15.0
0,2014,6,22,173,62.0,15.0
1,2014,6,23,174,63.0,12.9
1,2014,6,24,175,57.0,13.9
0,2014,6,25,176,64.0,14.6
0,2014,6,26,177,45.0,14.9
0,2014,6,27,178,48.0,14.2
0,2014,6,28,179,58.0,12.5
1,2014,6,29,180,79.0,10.1
0,2014,6,30,181,71.0,12.9
0,2014,7,1,182,70.0,12.9
0,2014,7,2,183,50.0,16.0
0,2014,7,3,184,67.0,11.4
0,2014,7,4,185,60.0,11.8
0,2014,7,5,186,59.0,14.8
0,2014,7,6,187,81.0,12.6
0,2014,7,7,188,53.0,14.8
0,2014,7,8,189,49.0,14.3
1,2014,7,9,190,81.0,9.1
0,2014,7,10,191,65.0,14.6
0,2014,7,11,192,65.0,14.0
0,2014,7,12,193,71.0,10.0
1,2014,7,13,194,56.0,13.5
0,2014,7,14,195,61.0,13.0
1,2014,7,15,196,62.0,12.4
0,2014,7,16,197,50.0,14.6
1,2014,7,17,198,55.0,10.9
0,2014,7,18,199,59.0,12.6
0,2014,7,19,200,68.0,12.5
0,2014,7,20,201,66.0,13.2
0,2014,7,21,202,68.0,12.5
0,2014,7,22,203,62.0,12.2
0,2014,7,23,204,54.0,13.4
0,2014,7,24,205,56.0,14.5
0,2014,7,25,206,62.0,15.5
0,2014,7,26,207,71.0,14.5
1,2014,7,27,208,51.0,15.7
0,2014,7,28,209,49.0,16.3
0,2014,7,29,210,58.0,15.9
0,2014,7,30,211,54.0,17.9
1,2014,7,31,212,43.0,16.4
0,2014,8,1,213,73.0,8.6
0,2014,8,2,214,36.0,12.0
0,2014,8,3,215,36.0,13.6
1,2014,8,4,216,33.0,14.7
0,2014,8,5,217,47.0,15.7
0,2014,8,6,218,47.0,15.5
1,2014,8,7,219,77.0,13.6
0,2014,8,8,220,40.0,15.0
0,2014,8,9,221,58.0,13.5
1,2014,8,10,222,61.0,12.1
0,2014,8,11,223,39.0,12.6
0,2014,8,12,224,65.0,12.1
0,2014,8,13,225,64.0,13.4
0,2014,8,14,226,49.0,14.7
0,2014,8,15,227,49.0,16.1
0,2014,8,16,228,74.0,12.1
0,2014,8,17,229,58.0,15.1
1,2014,8,18,230,76.0,12.6
0,2014,8,19,231,60.0,13.2
0,2014,8,20,232,62.0,12.8
0,2014,8,21,233,45.0,17.2
0,2014,8,22,234,31.0,19.2
0,2014,8,23,235,44.0,19.2
1,2014,8,24,236,40.0,15.5
0,2014,8,25,237,57.0,15.7
0,2014,8,26,238,53.0,17.9
0,2014,8,27,239,45.0,19.4
0,2014,8,28,240,50.0,18.0
0,2014,8,29,241,67.0,14.2
0,2014,8,30,242,42.0,20.5
0,2014,8,31,243,36.0,20.9
1,2014,9,1,244,81.0,12.4
0,2014,9,2,245,49.0,13.9
0,2014,9,3,246,45.0,14.7
0,2014,9,4,247,54.0,15.5
0,2014,9,5,248,53.0,16.1
0,2014,9,6,249,53.0,18.2
0,2014,9,7,250,34.0,20.7
0,2014,9,8,251,38.0,20.7
1,2014,9,9,252,59.0,19.0
1,2014,9,10,253,35.0,18.5
0,2014,9,11,254,50.0,14.8
0,2014,9,12,255,42.0,14.8
0,2014,9,13,256,41.0,18.0
0,2014,9,14,257,38.0,19.1
0,2014,9,15,258,57.0,17.9
1,2014,9,16,259,83.0,13.5
0,2014,9,17,260,55.0,12.9
1,2014,9,18,261,65.0,13.3
0,2014,9,19,262,61.0,14.5
0,2014,9,20,263,53.0,16.0
0,2014,9,21,264,45.0,17.2
0,2014,9,22,265,31.0,22.9
0,2014,9,23,266,26.0,25.2
1,2014,9,24,267,47.0,21.4
0,2014,9,25,268,58.0,17.0
0,2014,9,26,269,41.0,18.7
0,2014,9,27,270,42.0,22.3
0,2014,9,28,271,37.0,26.0
0,2014,9,29,272,34.0,22.3
1,2014,9,30,273,26.0,23.1
0,2014,10,1,274,55.0,14.1
0,2014,10,2,275,51.0,17.4
0,2014,10,3,276,52.0,18.1
0,2014,10,4,277,29.0,25.6
0,2014,10,5,278,43.0,18.3
1,2014,10,6,279,43.0,23.0
0,2014,10,7,280,49.0,16.7
0,2014,10,8,281,52.0,17.7
0,2014,10,9,282,52.0,20.7
0,2014,10,10,283,40.0,20.5
0,2014,10,11,284,45.0,21.2
1,2014,10,12,285,34.0,24.7
1,2014,10,13,286,46.0,15.5
0,2014,10,14,287,39.0,15.8
0,2014,10,15,288,40.0,16.3
1,2014,10,16,289,53.0,16.0
0,2014,10,17,290,41.0,18.1
0,2014,10,18,291,27.0,22.6
0,2014,10,19,292,25.0,27.9
0,2014,10,20,293,29.0,20.2
0,2014,10,21,294,32.0,27.2
0,2014,10,22,295,23.0,31.0
0,2014,10,23,296,69.0,18.7
0,2014,10,24,297,40.0,28.1
0,2014,10,25,298,54.0,19.7
1,2014,10,26,299,48.0,20.6
1,2014,10,27,300,51.0,17.0
0,2014,10,28,301,44.0,19.5
0,2014,10,29,302,37.0,21.4
0,2014,10,30,303,39.0,21.8
0,2014,10,31,304,15.0,30.4
0,2014,11,1,305,35.0,16.3
0,2014,11,2,306,49.0,15.8
0,2014,11,3,307,40.0,21.4
0,2014,11,4,308,13.0,27.5
0,2014,11,5,309,49.0,16.8
1,2014,11,6,310,35.0,21.8
0,2014,11,7,311,18.0,31.5
0,2014,11,8,312,8.0,34.6
0,2014,11,9,313,46.0,19.2
0,2014,11,10,314,49.0,20.2
0,2014,11,11,315,41.0,17.8
0,2014,11,12,316,41.0,24.2
0,2014,11,13,317,23.0,30.6
0,2014,11,14,318,56.0,18.3
0,2014,11,15,319,51.0,16.9
1,2014,11,16,320,59.0,17.6
0,2014,11,17,321,41.0,19.0
0,2014,11,18,322,41.0,18.9
0,2014,11,19,323,19.0,29.2
0,2014,11,20,324,39.0,27.4
0,2014,11,21,325,40.0,22.2
0,2014,11,22,326,24.0,28.3
1,2014,11,23,327,49.0,24.1
0,2014,11,24,328,88.0,18.3
1,2014,11,25,329,32.0,21.6
0,2014,11,26,330,52.0,18.7
0,2014,11,27,331,47.0,19.4
0,2014,11,28,332,53.0,19.8
0,2014,11,29,333,57.0,22.1
0,2014,11,30,334,35.0,31.1
0,2014,12,1,335,51.0,26.9
0,2014,12,2,336,50.0,23.2
1,2014,12,3,337,79.0,19.5
0,2014,12,4,338,54.0,25.9
0,2014,12,5,339,75.0,20.5
0,2014,12,6,340,61.0,22.1
1,2014,12,7,341,80.0,16.5
0,2014,12,8,342,58.0,20.3
0,2014,12,9,343,49.0,20.8
0,2014,12,10,344,66.0,20.0
0,2014,12,11,345,64.0,19.9
0,2014,12,12,346,36.0,26.1
0,2014,12,13,347,21.0,30.3
0,2014,12,14,348,56.0,23.0
0,2014,12,15,349,58.0,22.3
0,2014,12,16,350,9.0,32.0
0,2014,12,17,351,31.0,21.9
1,2014,12,18,352,30.0,23.9
0,2014,12,19,353,42.0,18.8
0,2014,12,20,354,41.0,22.4
0,2014,12,21,355,23.0,32.1
1,2014,12,22,356,64.0,24.2
0,2014,12,23,357,70.0,22.5
0,2014,12,24,358,52.0,21.5
1,2014,12,25,359,49.0,22.1
0,2014,12,26,360,45.0,19.0
0,2014,12,27,361,44.0,21.0
0,2014,12,28,362,29.0,28.0
0,2014,12,29,363,46.0,20.1
0,2014,12,30,364,30.0,24.3
0,2014,12,31,365,34.0,22.8
0,2015,1,1,1,42.0,23.7
0,2015,1,2,2,10.0,37.7
1,2015,1,3,3,17.0,37.4
0,2015,1,4,4,48.0,21.8
0,2015,1,5,5,58.0,22.4
0,2015,1,6,6,52.0,21.1
1,2016,4,30,121,52.0,21.1
0,2016,5,1,122,50.0,15.6
0,2016,5,2,123,47.0,17.2
0,2016,5,3,124,57.0,18.8
0,2016,5,4,125,43.0,16.9
0,2016,5,5,126,52.0,20.0
0,2016,5,6,127,40.0,24.3
1,2016,5,7,128,39.0,24.2
0,2016,5,8,129,90.0,17.6
1,2016,5,9,130,68.0,16.6
0,2016,5,10,131,47.0,16.9
0,2016,5,11,132,54.0,16.3
0,2016,5,12,133,51.0,21.2
0,2016,5,13,134,49.0,21.1
0,2016,5,14,135,55.0,21.5
0,2016,5,15,136,41.0,20.7
0,2016,5,16,137,58.0,18.1
0,2016,5,17,138,53.0,16.7
0,2016,5,18,139,45.0,18.8
1,2016,5,19,140,66.0,17.2
0,2016,5,20,141,56.0,16.7
0,2016,5,21,142,53.0,17.9
1,2016,5,22,143,44.0,21.9
1,2016,5,23,144,38.0,16.9
0,2016,5,24,145,57.0,15.7
1,2016,5,25,146,74.0,13.4
1,2016,5,26,147,88.0,11.9
0,2016,5,27,148,62.0,13.3
1,2016,5,28,149,65.0,13.2
0,2016,5,29,150,54.0,13.4
0,2016,5,30,151,55.0,13.7
0,2016,5,31,152,46.0,16.6
0,2016,6,1,153,61.0,15.4
0,2016,6,2,154,83.0,11.8
1,2016,6,3,155,73.0,13.4
1,2016,6,4,156,100.0,12.8
1,2016,6,5,157,99.0,13.9
0,2016,6,6,158,70.0,13.5
1,2016,6,7,159,78.0,15.2
1,2016,6,8,160,82.0,12.9
0,2016,6,9,161,57.0,16.9
1,2016,6,10,162,59.0,15.0
0,2016,6,11,163,57.0,11.2
0,2016,6,12,164,51.0,13.3
0,2016,6,13,165,54.0,13.2
0,2016,6,14,166,55.0,14.9
0,2016,6,15,167,53.0,16.9
1,2016,6,16,168,84.0,11.8
1,2016,6,17,169,91.0,14.9
0,2016,6,18,170,77.0,11.9
1,2016,6,19,171,79.0,11.5
1,2016,6,20,172,94.0,12.7
0,2016,6,21,173,69.0,13.7
0,2016,6,22,174,68.0,13.2
1,2016,6,23,175,60.0,13.9
1,2016,6,24,176,65.0,8.4
0,2016,6,25,177,68.0,11.6
0,2016,6,26,178,55.0,10.0
0,2016,6,27,179,90.0,10.2
0,2016,6,28,180,56.0,16.1
0,2016,6,29,181,58.0,14.7
1,2016,6,30,182,72.0,10.7
0,2016,7,1,183,61.0,13.3
0,2016,7,2,184,58.0,15.3
0,2016,7,3,185,57.0,16.4
0,2016,7,4,186,64.0,12.5
1,2016,7,5,187,91.0,11.5
1,2016,7,6,188,84.0,12.8
0,2016,7,7,189,80.0,13.6
0,2016,7,8,190,65.0,15.0
0,2016,7,9,191,60.0,14.6
1,2016,7,10,192,80.0,12.3
0,2016,7,11,193,57.0,14.5
0,2016,7,12,194,51.0,11.4
0,2016,7,13,195,55.0,11.5
0,2016,7,14,196,52.0,13.0
0,2016,7,15,197,63.0,13.7
0,2016,7,16,198,57.0,13.4
0,2016,7,17,199,45.0,15.6
0,2016,7,18,200,68.0,16.4
1,2016,7,19,201,68.0,15.1
1,2016,7,20,202,76.0,14.4
1,2016,7,21,203,65.0,18.0
1,2016,7,22,204,73.0,12.8
0,2016,7,23,205,65.0,9.5
0,2016,7,24,206,64.0,10.7
1,2016,7,25,207,51.0,13.3
0,2016,7,26,208,60.0,10.2
0,2016,7,27,209,50.0,12.3
0,2016,7,28,210,52.0,15.1
1,2016,7,29,211,67.0,15.2
1,2016,7,30,212,74.0,12.6
1,2016,7,31,213,39.0,16.6
1,2016,8,1,214,80.0,13.5
1,2016,8,2,215,65.0,12.7
0,2016,8,3,216,88.0,11.0
0,2016,8,4,217,52.0,13.5
0,2016,8,5,218,53.0,12.5
0,2016,8,6,219,51.0,13.5
0,2016,8,7,220,34.0,15.6
0,2016,8,8,221,50.0,13.7
0,2016,8,9,222,45.0,17.2
1,2016,8,10,223,46.0,14.9
0,2016,8,11,224,44.0,14.0
1,2016,8,12,225,60.0,13.1
0,2016,8,13,226,56.0,13.8
0,2016,8,14,227,48.0,16.6
0,2016,8,15,228,54.0,17.5
0,2016,8,16,229,49.0,17.7
0,2016,8,17,230,62.0,14.2
0,2016,8,18,231,43.0,20.8
1,2016,8,19,232,85.0,10.3
1,2016,8,20,233,55.0,12.8
1,2016,8,21,234,72.0,13.9
1,2016,8,22,235,89.0,10.5
0,2016,8,23,236,63.0,12.7
1,2016,8,24,237,77.0,11.4
0,2016,8,25,238,63.0,12.2
0,2016,8,26,239,46.0,13.6
0,2016,8,27,240,46.0,15.3
0,2016,8,28,241,41.0,18.5
0,2016,8,29,242,37.0,19.3
0,2016,8,30,243,53.0,16.7
0,2016,8,31,244,47.0,18.9
0,2016,9,1,245,69.0,13.9
0,2016,9,2,246,73.0,13.8
0,2016,9,3,247,54.0,14.0
0,2016,9,4,248,56.0,15.9
0,2016,9,5,249,56.0,17.2
0,2016,9,6,250,50.0,19.5
0,2016,9,7,251,45.0,20.5
0,2016,9,8,252,45.0,22.3
1,2016,9,9,253,89.0,16.0
1,2016,9,10,254,67.0,13.8
1,2016,9,11,255,57.0,15.5
1,2016,9,12,256,80.0,12.5
1,2016,9,13,257,96.0,12.6
1,2016,9,14,258,56.0,14.4
1,2016,9,15,259,98.0,12.0
0,2016,9,16,260,48.0,15.3
0,2016,9,17,261,50.0,18.9
0,2016,9,18,262,74.0,11.3
0,2016,9,19,263,48.0,15.4
1,2016,9,20,264,45.0,17.9
1,2016,9,21,265,79.0,14.8
0,2016,9,22,266,66.0,13.0
0,2016,9,23,267,65.0,15.7
1,2016,9,24,268,43.0,19.4
0,2016,9,25,269,60.0,13.8
1,2016,9,26,270,52.0,15.0
1,2016,9,27,271,76.0,14.0
1,2016,9,28,272,47.0,17.9
1,2016,9,29,273,43.0,15.3
1,2016,9,30,274,53.0,15.6
0,2016,10,1,275,52.0,17.3
1,2016,10,2,276,33.0,23.5
1,2016,10,3,277,48.0,15.1
1,2016,10,4,278,51.0,15.0
0,2016,10,5,279,50.0,16.0
0,2016,10,6,280,34.0,26.4
0,2016,10,7,281,42.0,21.1
0,2016,10,8,282,54.0,15.2
0,2016,10,9,283,36.0,21.7
1,2016,10,10,284,55.0,13.5
0,2016,10,11,285,64.0,12.5
1,2016,10,12,286,88.0,12.3
0,2016,10,13,287,48.0,13.7
0,2016,10,14,288,34.0,22.0
0,2016,10,15,289,32.0,24.7
1,2016,10,16,290,60.0,17.7
0,2016,10,17,291,36.0,17.5
1,2016,10,18,292,49.0,14.7
0,2016,10,19,293,49.0,14.5
0,2016,10,20,294,38.0,20.4
1,2016,10,21,295,94.0,11.6
1,2016,10,22,296,73.0,12.2
0,2016,10,23,297,53.0,12.9
0,2016,10,24,298,58.0,14.9
0,2016,10,25,299,37.0,23.1
0,2016,10,26,300,92.0,13.3
0,2016,10,27,301,53.0,14.2
0,2016,10,28,302,54.0,15.8
0,2016,10,29,303,27.0,24.6
1,2016,10,30,304,30.0,24.5
0,2016,10,31,305,56.0,14.5
0,2016,11,1,306,45.0,17.8
0,2016,11,2,307,51.0,16.4
0,2016,11,3,308,49.0,17.6
0,2016,11,4,309,23.0,28.3
0,2016,11,5,310,44.0,15.6
0,2016,11,6,311,45.0,19.0
0,2016,11,7,312,61.0,16.8
0,2016,11,8,313,42.0,16.6
0,2016,11,9,314,62.0,16.6
0,2016,11,10,315,59.0,16.7
1,2016,11,11,316,62.0,18.5
1,2016,11,12,317,36.0,23.7
1,2016,11,13,318,60.0,18.4
0,2016,11,14,319,57.0,14.6
0,2016,11,15,320,57.0,18.0
0,2016,11,16,321,62.0,18.5
0,2016,11,17,322,27.0,30.1
0,2016,11,18,323,72.0,16.6
0,2016,11,19,324,58.0,18.8
0,2016,11,20,325,56.0,25.4
1,2016,11,21,326,31.0,33.0
1,2016,11,22,327,89.0,13.8
1,2016,11,23,328,79.0,11.4
0,2016,11,24,329,62.0,15.7
0,2016,11,25,330,59.0,15.3
0,2016,11,26,331,62.0,16.3
0,2016,11,27,332,72.0,15.8
0,2016,11,28,333,53.0,18.6
0,2016,11,29,334,65.0,18.4
0,2016,11,30,335,73.0,17.4
0,2016,12,1,336,57.0,20.6
0,2016,12,2,337,60.0,19.8
0,2016,12,3,338,58.0,19.7
1,2016,12,4,339,28.0,30.9
0,2016,12,5,340,52.0,20.4
0,2016,12,6,341,47.0,19.4
1,2016,12,7,342,35.0,25.6
1,2016,12,8,343,34.0,22.6
0,2016,12,9,344,59.0,15.8
0,2016,12,10,345,50.0,18.1
0,2016,12,11,346,59.0,18.5
0,2016,12,12,347,21.0,31.3
0,2016,12,13,348,22.0,33.8
0,2016,12,14,349,50.0,17.3
0,2016,12,15,350,54.0,17.5
0,2016,12,16,351,57.0,23.7
0,2016,12,17,352,32.0,20.1
0,2016,12,18,353,48.0,17.1
1,2016,12,19,354,26.0,27.6
0,2016,12,20,355,44.0,20.3
0,2016,12,21,356,57.0,18.3
0,2016,12,22,357,67.0,18.3
0,2016,12,23,358,57.0,23.9
0,2016,12,24,359,24.0,33.4
0,2016,12,25,360,28.0,35.2
1,2016,12,26,361,86.0,18.9
0,2016,12,27,362,80.0,25.2
0,2016,12,28,363,33.0,33.4
1,2016,12,29,364,73.0,27.1
0,2016,12,30,365,46.0,26.7
0,2016,12,31,366,55.0,22.7
0,2017,1,1,1,74.0,20.0
0,2017,1,2,2,73.0,16.3
0,2017,1,3,3,61.0,18.6
0,2017,1,4,4,60.0,26.7
0,2017,1,5,5,39.0,30.8
0,2017,1,6,6,33.0,33.8
0,2017,1,7,7,24.0,35.9
0,2017,1,8,8,66.0,22.3
0,2017,1,9,9,62.0,21.6
0,2017,1,10,10,54.0,25.7
0,2017,1,11,11,48.0,23.4
1,2017,1,12,12,52.0,24.2
1,2017,1,13,13,65.0,25.0
0,2017,1,14,14,48.0,22.2
0,2017,1,15,15,47.0,20.7
0,2017,1,16,16,35.0,30.6
0,2017,1,17,17,19.0,34.5
0,2017,1,18,18,50.0,19.4
1,2017,1,19,19,50.0,21.0
0,2017,1,20,20,55.0,20.5
0,2017,1,21,21,53.0,20.1
0,2017,1,22,22,53.0,25.9
0,2017,1,23,23,26.0,32.6
0,2017,1,24,24,51.0,20.7
0,2017,1,25,25,55.0,20.1
0,2017,1,26,26,65.0,19.5
0,2017,1,27,27,61.0,21.5
0,2017,1,28,28,65.0,23.0
0,2017,1,29,29,63.0,23.2
1,2017,1,30,30,32.0,29.0
0,2017,1,31,31,46.0,21.2
0,2017,2,1,32,52.0,19.1
0,2017,2,2,33,39.0,23.3
0,2017,2,3,34,43.0,25.2
0,2017,2,4,35,16.0,34.4
1,2017,2,5,36,53.0,30.2
0,2017,2,6,37,57.0,17.5
0,2017,2,7,38,45.0,26.3
0,2017,2,8,39,33.0,34.3
0,2017,2,9,40,75.0,24.3
0,2017,2,10,41,62.0,26.4
1,2017,2,11,42,56.0,23.6
0,2017,2,12,43,43.0,18.6
0,2017,2,13,44,64.0,19.8
0,2017,2,14,45,55.0,18.4
0,2017,2,15,46,25.0,29.4
0,2017,2,16,47,63.0,21.9
0,2017,2,17,48,45.0,21.9
0,2017,2,18,49,59.0,17.5
1,2017,2,19,50,48.0,16.4
0,2017,2,20,51,47.0,19.2
0,2017,2,21,52,45.0,21.5
0,2017,2,22,53,24.0,31.1
1,2017,2,23,54,52.0,22.8
0,2017,2,24,55,53.0,18.7
0,2017,2,25,56,52.0,18.2
0,2017,2,26,57,49.0,26.9
0,2017,2,27,58,27.0,31.5
0,2017,2,28,59,24.0,32.8
0,2017,3,1,60,29.0,30.1
0,2017,3,2,61,76.0,21.7
0,2017,3,3,62,76.0,23.6
0,2017,3,4,63,49.0,27.2
0,2017,3,5,64,63.0,24.5
0,2017,3,6,65,38.0,26.4
0,2017,3,7,66,37.0,26.1
0,2017,3,8,67,28.0,30.5
0,2017,3,9,68,24.0,31.3
0,2017,3,10,69,71.0,21.6
0,2017,3,11,70,61.0,25.5
0,2017,3,12,71,53.0,25.9
0,2017,3,13,72,73.0,22.4
0,2017,3,14,73,38.0,31.5
1,2017,3,15,74,34.0,32.1
0,2017,3,16,75,60.0,21.4
0,2017,3,17,76,49.0,21.0
0,2017,3,18,77,44.0,27.4
0,2017,3,19,78,31.0,31.8
1,2017,3,20,79,72.0,26.6
1,2017,3,21,80,93.0,24.3
0,2017,3,22,81,76.0,20.4
